temp_C,time_s,x_um,layer,phi,saturation,liquid_bulk,gas_pore,T_C
-20,19.2,165.02499999999984,质子交换膜,0.0,0.0,0.0,0.0,-17.422902464952813
-20,19.2,165.68249999999983,阴极催化层,4.1804933332132113e-22,9.936993898771597e-22,0.0,0.4207,-17.423166122393752
-20,19.2,166.24749999999983,阴极催化层,4.7465249679661043e-23,1.1282445847316625e-22,0.0,0.4207,-17.423581864327957
-20,19.2,166.81249999999983,阴极催化层,2.0836194707293398e-22,4.952744166221392e-22,0.0,0.4207,-17.424106730307443
-20,19.2,167.37749999999983,阴极催化层,-4.614714345376304e-22,-1.0969133219339919e-21,0.0,0.4207,-17.424717686888357
-20,19.2,167.94249999999985,阴极催化层,1.0305697644610713e-22,2.449654776470338e-22,0.0,0.4207,-17.4253932099856
-20,19.2,168.50749999999985,阴极催化层,-2.136174590873947e-21,-5.077667199605293e-21,0.0,0.4207,-17.42611315044121
-20,19.2,169.07249999999985,阴极催化层,-9.53499603090394e-22,-2.2664597173529687e-21,0.0,0.4207,-17.426858626459165
-20,19.2,169.63749999999987,阴极催化层,7.846066910529893e-23,1.8650028311219142e-22,0.0,0.4207,-17.42761193497506
-20,19.2,170.20249999999987,阴极催化层,2.2718962906294915e-22,5.400276421748256e-22,0.0,0.4207,-17.42835647535361
-20,19.2,170.76749999999987,阴极催化层,1.130538766220729e-22,2.687280166914022e-22,0.0,0.4207,-17.42907667931516
-20,19.2,171.33249999999987,阴极催化层,5.741411451766632e-22,1.3647281796450279e-21,0.0,0.4207,-17.429757941825557
-20,19.2,171.8974999999999,阴极催化层,6.262981369166531e-21,1.488704865501909e-20,0.0,0.4207,-17.43038654852458
-20,19.2,172.4624999999999,阴极催化层,-2.1674895222753344e-21,-5.152102501248715e-21,0.0,0.4207,-17.43094959617784
-20,19.2,173.0274999999999,阴极催化层,1.3471390223099008e-21,3.20213696769646e-21,0.0,0.4207,-17.4314349035956
-20,19.2,173.5924999999999,阴极催化层,1.2436829056472314e-23,2.956222737454793e-23,0.0,0.4207,-17.431830911382207
-20,19.2,174.1574999999999,阴极催化层,1.0920400778007846e-21,2.595769141432813e-21,0.0,0.4207,-17.43212656978568
-20,19.2,174.7224999999999,阴极催化层,4.929036480121282e-22,1.171627401977961e-21,0.0,0.4207,-17.432311214616874
-20,19.2,175.2874999999999,阴极催化层,-1.9213892954983077e-21,-4.567124543613757e-21,0.0,0.4207,-17.43237443183662
-20,19.2,175.85249999999994,阴极催化层,-4.0139362770110703e-22,-9.541089320206965e-22,0.0,0.4207,-17.432305912173575
